Grid
(200,12)
Player
(60,665)
UpperDirtBlock
180
(10,0)
(10,1)
(10,2)
(10,3)
(10,4)
(10,5)
(10,6)
(10,7)
(10,8)
(10,9)
(10,10)
(10,11)
(10,12)
(10,13)
(10,14)
(10,15)
(10,16)
(10,17)
(10,18)
(10,19)
(10,20)
(10,21)
(10,22)
(10,23)
(10,24)
(10,25)
(10,26)
(10,27)
(10,28)
(10,29)
(10,30)
(10,31)
(10,32)
(10,33)
(10,34)
(10,35)
(10,36)
(10,37)
(10,38)
(10,39)
(10,40)
(10,41)
(10,42)
(10,43)
(10,44)
(10,45)
(10,46)
(10,47)
(10,48)
(10,49)
(10,50)
(10,51)
(10,52)
(10,53)
(10,54)
(10,55)
(10,56)
(10,57)
(10,58)
(10,59)
(10,60)
(10,61)
(10,62)
(10,63)
(10,64)
(10,65)
(10,66)
(10,67)
(10,68)
(10,69)
(10,70)
(10,71)
(10,72)
(10,73)
(10,74)
(10,75)
(10,76)
(10,77)
(10,78)
(10,79)
(10,80)
(10,81)
(10,82)
(10,83)
(10,84)
(10,85)
(10,86)
(10,87)
(10,88)
(10,89)
(10,90)
(10,91)
(10,92)
(10,93)
(10,94)
(10,95)
(10,96)
(10,97)
(10,98)
(10,99)
(10,100)
(10,101)
(10,102)
(10,103)
(10,104)
(10,105)
(10,106)
(10,107)
(10,108)
(10,109)
(10,110)
(10,111)
(10,112)
(10,113)
(10,114)
(10,115)
(10,116)
(10,117)
(10,118)
(10,119)
(10,120)
(10,141)
(10,142)
(10,143)
(10,144)
(10,145)
(10,146)
(10,147)
(10,148)
(10,149)
(10,150)
(10,151)
(10,152)
(10,153)
(10,154)
(10,155)
(10,156)
(10,157)
(10,158)
(10,159)
(10,160)
(10,161)
(10,162)
(10,163)
(10,164)
(10,165)
(10,166)
(10,167)
(10,168)
(10,169)
(10,170)
(10,171)
(10,172)
(10,173)
(10,174)
(10,175)
(10,176)
(10,177)
(10,178)
(10,179)
(10,180)
(10,181)
(10,182)
(10,183)
(10,184)
(10,185)
(10,186)
(10,187)
(10,188)
(10,189)
(10,190)
(10,191)
(10,192)
(10,193)
(10,194)
(10,195)
(10,196)
(10,197)
(10,198)
(10,199)
LowerDirtBlock
180
(11,0)
(11,1)
(11,2)
(11,3)
(11,4)
(11,5)
(11,6)
(11,7)
(11,8)
(11,9)
(11,10)
(11,11)
(11,12)
(11,13)
(11,14)
(11,15)
(11,16)
(11,17)
(11,18)
(11,19)
(11,20)
(11,21)
(11,22)
(11,23)
(11,24)
(11,25)
(11,26)
(11,27)
(11,28)
(11,29)
(11,30)
(11,31)
(11,32)
(11,33)
(11,34)
(11,35)
(11,36)
(11,37)
(11,38)
(11,39)
(11,40)
(11,41)
(11,42)
(11,43)
(11,44)
(11,45)
(11,46)
(11,47)
(11,48)
(11,49)
(11,50)
(11,51)
(11,52)
(11,53)
(11,54)
(11,55)
(11,56)
(11,57)
(11,58)
(11,59)
(11,60)
(11,61)
(11,62)
(11,63)
(11,64)
(11,65)
(11,66)
(11,67)
(11,68)
(11,69)
(11,70)
(11,71)
(11,72)
(11,73)
(11,74)
(11,75)
(11,76)
(11,77)
(11,78)
(11,79)
(11,80)
(11,81)
(11,82)
(11,83)
(11,84)
(11,85)
(11,86)
(11,87)
(11,88)
(11,89)
(11,90)
(11,91)
(11,92)
(11,93)
(11,94)
(11,95)
(11,96)
(11,97)
(11,98)
(11,99)
(11,100)
(11,101)
(11,102)
(11,103)
(11,104)
(11,105)
(11,106)
(11,107)
(11,108)
(11,109)
(11,110)
(11,111)
(11,112)
(11,113)
(11,114)
(11,115)
(11,116)
(11,117)
(11,118)
(11,119)
(11,120)
(11,141)
(11,142)
(11,143)
(11,144)
(11,145)
(11,146)
(11,147)
(11,148)
(11,149)
(11,150)
(11,151)
(11,152)
(11,153)
(11,154)
(11,155)
(11,156)
(11,157)
(11,158)
(11,159)
(11,160)
(11,161)
(11,162)
(11,163)
(11,164)
(11,165)
(11,166)
(11,167)
(11,168)
(11,169)
(11,170)
(11,171)
(11,172)
(11,173)
(11,174)
(11,175)
(11,176)
(11,177)
(11,178)
(11,179)
(11,180)
(11,181)
(11,182)
(11,183)
(11,184)
(11,185)
(11,186)
(11,187)
(11,188)
(11,189)
(11,190)
(11,191)
(11,192)
(11,193)
(11,194)
(11,195)
(11,196)
(11,197)
(11,198)
(11,199)
BrickBlock
24
(6,11)
(6,14)
(6,15)
(6,18)
(6,25)
(6,26)
(6,27)
(6,41)
(5,45)
(5,50)
(6,54)
(2,151)
(2,152)
(2,153)
(2,154)
(2,155)
(2,156)
(2,159)
(2,160)
(2,161)
(2,162)
(2,163)
(2,164)
(2,165)
BoxyBlock
9
(9,124)
(9,127)
(9,130)
(9,131)
(9,134)
(9,137)
(9,152)
(9,169)
(9,188)
HiddenBlock
7
(2,42)
(2,55)
(2,56)
(6,121)
(6,138)
(6,145)
(4,148)
MysteryBlock
4
(6,12)
(6,13)
(6,16)
(6,17)
CommonEnemy
4
(1200,682) 500 true
(1763,682) 1063 true
(3225,682) 2825 false
(3638,682) 3038 false
SoldierEnemy
10
(3038,655) 2338 true
(3825,655) 3125 true
(4163,655) 3563 false
(11550,655) 10850 true
(11716,655) 11116 false
(11813,655) 11113 true
(12049,655) 11449 false
(12201,655) 11501 true
(12375,655) 11775 false
(12549,655) 11849 true
KingEnemy
2
(1350,1350) 650 true
(13950,667) 13350 false
RedMushroomEnemy
2
(8647,677) 7947 true
(13613,677) 13013 false
PurpleMushroomEnemy
2
(2100,675) 1400 true
(13275,675) 12675 false
Hill
3
(315,592)
(8100,592)
(12870,592)
Tree
4
(2083,625)
(2175,625)
(3600,625)
(14925,625)
Grass
5
(1412,690)
(3362,690)
(3737,690)
(11175,690)
(14250,690)
Cloud
4
(180,150)
(2550,100)
(8613,300)
(14325,300)
Fish
31
(5363,602) 5063 true
(5516,602) 5216 true
(5669,602) 5369 true
(5822,602) 5522 true
(5975,602) 5675 true
(6128,602) 5828 true
(6281,602) 5981 true
(6434,602) 6134 true
(6587,602) 6287 true
(6740,602) 6440 true
(6893,602) 6593 true
(7046,602) 6746 true
(7199,602) 6899 true
(7352,602) 7052 true
(7505,602) 7205 true
(5289,-77) 5339 false
(5442,-77) 5392 false
(5595,-77) 5545 false
(5748,-77) 5698 false
(5901,-77) 5851 false
(6054,-77) 6004 false
(6207,-77) 6157 false
(6360,-77) 6310 false
(6513,-77) 6463 false
(6666,-77) 6616 false
(6819,-77) 6769 false
(6972,-77) 6922 false
(7125,-77) 7075 false
(7278,-77) 7228 false
(7431,-77) 7381 false
(7584,-77) 7534 false
Laser
3
(13797,150) 13650 true
(13797,400) 13650 true
(13797,635) 13650 true
HighTube
1
(4500,460)
MiddleTube
1
(2623,530)
LowTube
15
(5325,602)
(5478,602)
(5631,602)
(5784,602)
(5937,602)
(6090,602)
(6243,602)
(6396,602)
(6549,602)
(6702,602)
(6855,602)
(7008,602)
(7161,602)
(7314,602)
(7467,602)
CheckpointFlag
4
(2435,600)
(4835,600)
(8865,600)
(10835,600)
EndFlag
1
(14109, 75)
House
1
(14550, 532);
